Policy_ID,Date,Product_Type,Region,Policy_Status,Customer_Segment,Distribution_Channel,Policy_Tenure_Months,Renewal_Count,Written_Premium,Sum_Insured,Claim_Count,Claim_Amount,Total_Expense,Fraud_Flag,Insurance_Risk,Market_Risk,Credit_Risk,Operational_Risk,Catastrophe_Risk,Anomaly_Flag,Season_Flag,Capital_Reserve
POL11404,01/05/2023,Fire,East,Active,SME,Agent,1,0,55672.4,2014151.54,1,31003.96,20147.84,0,6,4,5,4,4,0,Summer,500000000
POL11394,01/05/2023,Health,South,Renewed,SME,Bancassurance,23,1,19702.79,305072.4,2,18234.93,5274.44,0,10,1,4,3,1,0,Summer,500000000
POL11399,01/05/2023,Health,North,Renewed,Individual,Bancassurance,35,1,9630.17,157886.82,1,8330.1,2478.81,0,7,9,2,3,3,0,Summer,500000000
POL11398,01/05/2023,Motor,West,Active,Individual,Agent,5,0,16410.21,227157.44,3,13681.19,5613.93,0,5,3,3,3,4,0,Summer,500000000
POL11397,01/05/2023,Motor,Central,Renewed,Corporate,Bancassurance,6,0,29258.24,302556.03,1,22262.59,8057.72,0,6,4,3,6,3,0,Summer,500000000
POL11396,01/05/2023,Health,East,Active,Corporate,Bancassurance,3,0,33047.62,626324.6,0,0,10383.56,0,8,3,4,5,1,0,Summer,500000000
POL11395,01/05/2023,Travel,West,Active,Individual,Direct,6,0,4059.79,210380.7,1,2107.44,517.22,0,3,3,1,5,5,0,Summer,500000000
POL11400,01/05/2023,Motor,East,Renewed,SME,Bancassurance,4,0,22647.27,267262.51,3,17891.34,5951.7,0,9,3,1,6,2,0,Summer,500000000
POL11393,01/05/2023,Property,North,Lapsed,SME,Direct,27,0,42977.28,1709539.56,3,27784.81,9106.89,1,3,4,6,3,8,1,Summer,500000000
POL11507,01/06/2023,Health,West,Active,Corporate,Online,49,1,50366.2,565020.42,1,45621.7,11654.74,0,9,6,2,1,1,0,Monsoon,500000000
POL11508,01/06/2023,Motor,East,Active,Individual,Direct,52,3,18630.77,237123.23,2,17196.2,4132.3,0,7,5,2,6,1,0,Monsoon,500000000
POL11509,01/06/2023,Motor,South,Active,SME,Agent,20,1,28639.44,375247.53,1,24804.62,8047.68,0,7,2,2,3,3,0,Monsoon,500000000
POL11513,01/06/2023,Property,Central,Active,Individual,Agent,24,0,30629.63,1045010.81,1,23520.49,7758.49,0,4,3,3,1,9,0,Monsoon,500000000
POL11511,01/06/2023,Health,East,Active,SME,Online,2,0,22030.35,330998.02,3,18362.3,3568.92,0,9,7,2,4,1,0,Monsoon,500000000
POL11512,01/06/2023,Property,North,Active,Individual,Online,1,0,23164.01,548421.27,2,18563.64,4343.25,0,5,4,2,2,8,0,Monsoon,500000000
POL11506,01/06/2023,Motor,South,Active,Individual,Agent,27,1,10892.11,103557.97,1,9761.51,2706.69,0,7,4,4,4,1,0,Monsoon,500000000
POL11510,01/06/2023,Health,Central,Active,Individual,Bancassurance,8,0,18482.54,319162.5,0,0,4557.79,0,5,5,6,5,1,0,Monsoon,500000000
POL11505,01/06/2023,Health,Central,Active,Individual,Direct,19,1,15258.49,166914.98,2,12812.55,4304.42,0,4,2,6,3,1,0,Monsoon,500000000
POL11497,01/06/2023,Motor,South,Active,Individual,Direct,36,2,14443.51,188695.74,1,10858.63,2872.81,0,5,3,1,7,2,0,Monsoon,500000000
POL11503,01/06/2023,Motor,North,Active,SME,Agent,6,0,26545.83,266872,1,14353.33,7472.65,0,7,3,1,2,2,0,Monsoon,500000000
POL11502,01/06/2023,Motor,North,Active,SME,Agent,16,1,17272.27,145024.97,2,13919.72,5274.95,0,6,3,1,2,2,0,Monsoon,500000000
POL11501,01/06/2023,Travel,Central,Active,Individual,Direct,5,0,4937.81,338067.25,0,0,909.54,0,6,2,1,3,3,0,Monsoon,500000000
POL11500,01/06/2023,Motor,North,Active,Individual,Agent,7,0,15690.38,206231.71,1,17242.16,4774.58,0,6,1,1,7,2,0,Monsoon,500000000
POL11499,01/06/2023,Fire,West,Active,Individual,Online,29,2,44960.93,1883187.54,1,26823.69,6042.75,0,4,5,5,4,7,0,Monsoon,500000000
POL11498,01/06/2023,Marine,West,Lapsed,SME,Agent,3,0,84682.64,3315968.65,0,0,24778.14,0,5,9,5,4,3,0,Monsoon,500000000
POL11496,01/06/2023,Travel,South,Lapsed,SME,Direct,4,0,9207.16,778645.45,1,5241.64,1515.5,0,7,3,2,6,4,0,Monsoon,500000000
POL11514,01/06/2023,Fire,North,Lapsed,SME,Bancassurance,62,3,62794.63,3650021.03,4,53092.86,17036.18,0,4,3,5,6,9,0,Monsoon,500000000
POL11504,01/06/2023,Health,East,Active,Individual,Agent,13,1,19704.88,321296.15,2,18530.47,6061.22,0,4,1,4,3,1,0,Monsoon,500000000
POL11515,01/06/2023,Health,Central,Active,Corporate,Agent,10,0,37231.71,465162.49,3,40098.55,13232.15,0,5,5,8,6,1,0,Monsoon,500000000
POL11534,01/06/2023,Motor,East,Active,SME,Agent,2,0,22941.67,294277.92,1,20431.85,7375.75,0,5,1,4,8,2,0,Monsoon,500000000
POL11517,01/06/2023,Property,South,Active,Individual,Agent,12,1,22420.96,547387.43,4,18761.86,7215.06,0,3,1,3,5,7,0,Monsoon,500000000
POL11495,01/06/2023,Motor,North,Active,Individual,Agent,41,0,16195.25,220563.09,1,13370.8,5305.56,0,6,2,1,5,1,0,Monsoon,500000000
POL11536,01/06/2023,Motor,South,Active,Individual,Online,28,2,15952.08,204616.98,1,11434.45,2909.66,0,7,5,3,5,3,0,Monsoon,500000000
POL11535,01/06/2023,Property,West,Active,Corporate,Direct,6,0,91888.25,2726639.11,4,60012.22,16163.14,0,5,4,2,5,4,0,Monsoon,500000000
POL11533,01/06/2023,Motor,West,Renewed,Individual,Bancassurance,3,0,8841.25,123468.5,0,0,2081.23,0,5,1,3,5,1,0,Monsoon,500000000
POL11532,01/06/2023,Health,West,Active,Individual,Online,6,0,23496.88,408188.56,0,0,4241.19,0,9,7,4,5,1,0,Monsoon,500000000
POL11531,01/06/2023,Property,West,Active,Individual,Online,10,0,29306.57,932913.81,0,0,5242.95,0,9,7,5,4,9,0,Monsoon,500000000
POL11530,01/06/2023,Marine,South,Active,Individual,Agent,19,0,48906.92,1464116.13,0,0,14349.29,0,5,9,4,5,6,0,Monsoon,500000000
POL11529,01/06/2023,Motor,South,Active,SME,Agent,30,2,26405.41,223178.41,2,23220.92,6001.95,0,6,6,1,3,1,0,Monsoon,500000000
POL11528,01/06/2023,Property,East,Renewed,Individual,Bancassurance,9,0,23212.88,510974.74,1,16132.95,7325.98,0,7,5,2,3,9,0,Monsoon,500000000
POL11527,01/06/2023,Health,North,Active,Individual,Agent,1,0,14434.3,184072.45,1,14318.83,4629.08,0,7,3,5,7,2,0,Monsoon,500000000
POL11526,01/06/2023,Health,South,Active,SME,Bancassurance,10,0,28234.28,385838.51,0,0,6869.4,0,7,2,4,3,1,0,Monsoon,500000000
POL11525,01/06/2023,Health,Central,Active,Individual,Bancassurance,4,0,25140.9,316725.06,1,24783.9,7268.23,0,4,3,6,5,2,0,Monsoon,500000000
POL11524,01/06/2023,Motor,South,Active,Individual,Direct,5,0,5219.71,43952.33,0,0,794.96,0,6,3,3,4,2,0,Monsoon,500000000
POL11523,01/06/2023,Property,North,Renewed,Individual,Online,31,2,20622.13,616971.5,0,0,2507.65,0,1,5,9,2,8,0,Monsoon,500000000
POL11522,01/06/2023,Motor,Central,Cancelled,SME,Direct,4,0,21930.33,280080.86,2,21645.24,4239.13,0,9,3,6,3,2,0,Monsoon,500000000
POL11521,01/06/2023,Motor,Central,Active,Individual,Agent,48,2,13542.39,164949.3,2,10569.84,4389.09,0,4,1,5,4,2,0,Monsoon,500000000
POL11520,01/06/2023,Property,East,Lapsed,Individual,Bancassurance,21,1,25414.92,807060.26,1,19777.89,7205.13,0,5,5,3,4,5,0,Monsoon,500000000
POL11519,01/06/2023,Health,West,Active,SME,Agent,23,0,36799.45,453028.07,0,0,12158.54,0,5,4,1,4,1,0,Monsoon,500000000
POL11518,01/06/2023,Property,South,Active,Corporate,Bancassurance,7,0,58846.87,1671204.28,2,43352.49,15117.76,0,6,3,4,2,8,0,Monsoon,500000000
POL11516,01/06/2023,Motor,North,Active,Individual,Bancassurance,7,0,13722.4,200019.07,2,12330.95,4618.96,0,5,4,4,4,3,0,Monsoon,500000000
POL11494,01/06/2023,Fire,North,Renewed,Individual,Agent,10,0,59418.9,2576867.9,1,41171.36,17795.96,0,6,1,4,2,6,0,Monsoon,500000000
POL11489,01/06/2023,Travel,South,Active,Individual,Direct,7,0,2421.11,237730.2,1,1611.25,490.27,0,2,5,3,2,9,0,Monsoon,500000000
POL11492,01/06/2023,Motor,North,Lapsed,Individual,Bancassurance,7,0,17572.93,219056.15,2,15624.09,4681.43,0,8,2,6,6,3,0,Monsoon,500000000
POL11468,01/06/2023,Motor,North,Active,Corporate,Agent,21,1,26885.88,385002.29,0,0,8055.01,0,2,4,5,3,2,0,Monsoon,500000000
POL11467,01/06/2023,Marine,Central,Active,Individual,Online,7,0,61700.35,2645050.68,1,35138.35,12883.03,0,7,8,5,2,7,0,Monsoon,500000000
POL11466,01/06/2023,Motor,West,Active,SME,Bancassurance,7,0,26716.43,251586.96,0,0,6711.17,0,9,5,3,6,2,0,Monsoon,500000000
POL11465,01/06/2023,Health,East,Active,Individual,Agent,38,1,26295.6,401195.18,0,0,8043.82,0,3,3,7,2,3,0,Monsoon,500000000
POL11464,01/06/2023,Motor,South,Cancelled,Individual,Direct,34,0,17575.96,231998.96,2,18602.4,3845.62,0,5,1,1,3,2,0,Monsoon,500000000
POL11463,01/06/2023,Fire,Central,Active,SME,Bancassurance,27,1,66818.9,3408624.74,1,51684.42,19978.85,1,5,7,5,6,9,1,Monsoon,500000000
POL11462,01/06/2023,Marine,East,Renewed,SME,Bancassurance,5,0,90303.69,2316457.59,2,60882.75,28147.66,0,4,8,7,4,7,0,Monsoon,500000000
POL11461,01/06/2023,Travel,East,Active,Individual,Bancassurance,4,0,3522.47,299446.92,2,2691.52,808.76,0,4,2,1,3,2,0,Monsoon,500000000
POL11469,01/06/2023,Motor,East,Active,Individual,Bancassurance,44,3,18328.69,264420.68,0,0,4875.43,0,6,4,4,1,1,0,Monsoon,500000000
POL11460,01/06/2023,Motor,East,Active,Individual,Direct,7,0,11777.76,170240.88,3,10325.56,2733.62,0,5,3,3,4,1,0,Monsoon,500000000
POL11458,01/06/2023,Travel,South,Active,SME,Agent,19,0,6850.06,561822.11,2,4116.89,1846.78,0,6,2,1,1,2,0,Monsoon,500000000
POL11457,01/06/2023,Motor,South,Active,Individual,Direct,1,0,18438.92,147524.57,1,15496.07,4071.31,0,6,4,5,5,2,0,Monsoon,500000000
POL11456,01/06/2023,Health,South,Active,Corporate,Direct,54,2,40477.11,593505.44,1,34093.87,9419.02,0,6,3,2,4,1,0,Monsoon,500000000
POL11455,01/06/2023,Travel,South,Active,Individual,Bancassurance,53,1,4822.89,335408.8,1,2461.12,1211.51,0,2,3,3,2,5,0,Monsoon,500000000
POL11453,01/06/2023,Health,West,Active,Individual,Agent,4,0,18509.42,248963.52,1,19464.51,4786.54,0,7,4,6,5,1,0,Monsoon,500000000
POL11452,01/06/2023,Health,South,Active,Individual,Online,2,0,11667.82,125997.37,1,12790.26,2157.38,0,10,2,4,2,3,0,Monsoon,500000000
POL11451,01/06/2023,Motor,Central,Active,Individual,Agent,10,0,9904.02,88624.91,2,8276.79,2440.35,0,4,2,2,5,3,0,Monsoon,500000000
POL11450,01/06/2023,Motor,North,Active,SME,Agent,38,1,25079.18,230592.16,0,0,8529.43,0,9,3,4,5,1,0,Monsoon,500000000
POL11459,01/06/2023,Motor,East,Active,Individual,Agent,7,0,15263.52,189730.46,0,0,4467.63,0,5,5,5,4,3,0,Monsoon,500000000
POL11470,01/06/2023,Fire,West,Lapsed,Individual,Direct,21,1,20782.42,1231271.81,0,0,5135.34,0,5,6,4,6,10,0,Monsoon,500000000
POL11454,01/06/2023,Health,North,Active,SME,Agent,29,2,29329.88,548239.26,1,29350.41,8106.78,0,7,2,7,5,2,0,Monsoon,500000000
POL11472,01/06/2023,Property,West,Renewed,Individual,Bancassurance,1,0,28667.02,948341.96,3,24043.03,7880.56,0,9,5,3,2,4,0,Monsoon,500000000
POL11471,01/06/2023,Marine,West,Active,Corporate,Bancassurance,3,0,101455.42,3846608.23,0,0,26804.52,0,5,5,5,7,6,0,Monsoon,500000000
POL11491,01/06/2023,Property,Central,Renewed,Individual,Bancassurance,5,0,24439.67,911356.09,3,17398.6,5093.23,0,5,4,4,1,7,0,Monsoon,500000000
POL11490,01/06/2023,Travel,North,Active,SME,Agent,17,1,7127.23,393920.17,1,4798.05,2546.56,0,6,6,2,5,1,0,Monsoon,500000000
POL11488,01/06/2023,Motor,East,Active,Individual,Direct,3,0,15578.41,129055.7,0,0,2827.48,0,4,5,3,2,1,0,Monsoon,500000000
POL11487,01/06/2023,Motor,East,Renewed,Individual,Direct,3,0,16222.18,229726.53,1,11774.06,2991.37,0,5,2,1,1,3,0,Monsoon,500000000
POL11486,01/06/2023,Property,Central,Renewed,Individual,Direct,24,1,25036.89,898963.33,2,16123.76,4651.85,0,5,8,5,2,7,0,Monsoon,500000000
POL11485,01/06/2023,Motor,South,Cancelled,Corporate,Online,38,1,32868.03,491468.14,1,22024.87,5009.09,0,7,3,5,5,2,0,Monsoon,500000000
POL11484,01/06/2023,Marine,South,Active,Individual,Direct,29,0,68386.12,2836302.02,1,52123.9,15468.94,0,4,6,6,1,3,0,Monsoon,500000000
POL11483,01/06/2023,Health,East,Active,Corporate,Agent,13,1,46616.15,860212.51,2,48322.3,13113.12,0,9,3,4,7,1,0,Monsoon,500000000
POL11493,01/06/2023,Motor,East,Active,Individual,Direct,42,2,9720.94,85355.2,0,0,1810.04,0,6,3,1,3,2,0,Monsoon,500000000
POL11481,01/06/2023,Property,West,Active,Corporate,Online,4,0,67107.56,2148670.98,0,0,12663.2,0,1,6,3,1,6,0,Monsoon,500000000
POL11482,01/06/2023,Health,South,Active,Corporate,Bancassurance,1,0,42682.43,567289.3,1,37803.83,9996.23,0,10,1,5,7,2,0,Monsoon,500000000
POL11474,01/06/2023,Health,Central,Active,Individual,Agent,14,0,15577.17,240992.2,0,0,3884.95,0,5,5,7,6,2,0,Monsoon,500000000
POL11476,01/06/2023,Health,Central,Active,Individual,Agent,1,0,12555.12,216270.85,4,13680.06,3775.32,0,3,1,5,2,1,0,Monsoon,500000000
POL11475,01/06/2023,Travel,South,Active,Corporate,Agent,1,0,12482.87,628204.22,0,0,3781.06,0,2,5,3,2,3,0,Monsoon,500000000
POL11478,01/06/2023,Motor,Central,Active,Corporate,Agent,24,1,40442.14,363241.74,0,0,11404.68,0,6,5,5,5,3,0,Monsoon,500000000
POL11479,01/06/2023,Fire,East,Active,SME,Agent,1,0,63123.43,2863108.57,0,0,21973.27,0,2,5,7,8,4,0,Monsoon,500000000
POL11480,01/06/2023,Health,South,Cancelled,Individual,Agent,1,0,23018.33,348230.48,3,22530.34,7524.69,0,10,3,2,3,1,0,Monsoon,500000000
POL11477,01/06/2023,Motor,Central,Active,Individual,Agent,8,0,14214.95,137186.28,1,12037.22,4318.5,0,9,6,7,5,2,0,Monsoon,500000000
POL11473,01/06/2023,Motor,South,Active,Individual,Online,7,0,17092.36,181947.08,1,14388.35,3244.13,1,9,2,2,5,5,1,Monsoon,500000000
POL11589,01/07/2023,Property,West,Lapsed,SME,Agent,30,1,43042.47,1379484.97,2,37735.33,12404.84,0,6,2,3,5,5,0,Monsoon,500000000
POL11588,01/07/2023,Motor,Central,Active,Individual,Online,7,0,15405.64,182760.69,1,11581.96,1999.65,0,4,3,3,4,4,0,Monsoon,500000000
POL11583,01/07/2023,Fire,East,Renewed,Individual,Agent,5,0,30750.86,1757778.18,0,0,9932.53,0,5,4,4,5,6,0,Monsoon,500000000
POL11587,01/07/2023,Motor,South,Active,Individual,Agent,10,0,13891.21,171511.13,3,11943.66,4256.27,0,3,1,2,3,2,0,Monsoon,500000000
POL11586,01/07/2023,Health,Central,Active,Individual,Bancassurance,26,1,15671.48,186105.45,0,0,4287.72,0,6,1,5,7,2,0,Monsoon,500000000
POL11585,01/07/2023,Motor,North,Active,SME,Agent,6,0,29076.23,328968.08,2,24828.19,8388.49,0,8,4,1,4,1,0,Monsoon,500000000
POL11584,01/07/2023,Travel,East,Active,Individual,Online,20,0,4050.28,389137.46,0,0,931.16,0,4,1,1,3,3,0,Monsoon,500000000
POL11579,01/07/2023,Health,West,Active,Individual,Agent,3,0,19742.88,269966.5,4,19845.54,7121.26,0,8,7,3,4,2,0,Monsoon,500000000
POL11581,01/07/2023,Motor,Central,Active,Individual,Bancassurance,2,0,6989.73,86734.08,0,0,1950.83,0,5,4,4,4,4,0,Monsoon,500000000
POL11580,01/07/2023,Motor,Central,Active,Corporate,Direct,1,0,32534.47,450126.47,0,0,5846.44,0,9,3,2,5,2,0,Monsoon,500000000
POL11578,01/07/2023,Motor,South,Active,Individual,Agent,1,0,15472.3,223284.3,2,15203.08,5175.48,0,6,3,1,6,3,0,Monsoon,500000000
POL11577,01/07/2023,Marine,West,Active,Individual,Bancassurance,25,2,48053.68,1658390.4,2,32782.22,11076.37,0,5,5,6,3,4,0,Monsoon,500000000
POL11590,01/07/2023,Health,Central,Active,Individual,Direct,8,0,27057.59,291300.46,0,0,4754.02,0,4,3,1,4,1,0,Monsoon,500000000
POL11576,01/07/2023,Travel,North,Active,SME,Bancassurance,11,0,7744.08,504298.9,3,5746.11,2220.23,0,4,5,1,3,4,0,Monsoon,500000000
POL11582,01/07/2023,Motor,East,Active,Individual,Agent,8,0,19376.79,224480.63,1,15110.02,6458.28,0,8,3,4,2,1,0,Monsoon,500000000
POL11591,01/07/2023,Health,Central,Active,Individual,Online,5,0,17908.83,303659.68,2,17760.19,3019.43,0,7,4,6,2,1,0,Monsoon,500000000
POL11602,01/07/2023,Health,East,Renewed,Individual,Agent,6,0,22974.14,306119.28,0,0,6791.16,0,8,5,3,5,1,0,Monsoon,500000000
POL11593,01/07/2023,Property,North,Active,SME,Direct,30,2,40674.93,1031400.42,0,0,7175.06,1,5,5,4,1,6,1,Monsoon,500000000
POL11574,01/07/2023,Motor,East,Active,SME,Bancassurance,21,1,17057.4,149884.47,3,11396.05,3880.56,0,10,2,1,6,2,0,Monsoon,500000000
POL11608,01/07/2023,Health,Central,Active,Corporate,Online,62,1,45620.71,587897.65,1,42418.14,5474.49,0,8,1,1,5,1,0,Monsoon,500000000
POL11607,01/07/2023,Motor,East,Active,Corporate,Direct,27,1,27293.87,350157.68,2,19386.84,5180.38,0,8,3,1,7,2,0,Monsoon,500000000
POL11606,01/07/2023,Motor,South,Renewed,SME,Agent,1,0,14670.1,118652.9,2,13266.17,4376.09,0,6,1,1,2,3,0,Monsoon,500000000
POL11605,01/07/2023,Motor,West,Active,SME,Agent,13,1,14567.76,173234.21,0,0,5171.55,0,9,1,1,2,1,0,Monsoon,500000000
POL11604,01/07/2023,Travel,South,Renewed,Individual,Direct,1,0,4718.47,310512.24,1,3298.21,964.46,0,6,4,2,1,6,0,Monsoon,500000000
POL11603,01/07/2023,Property,South,Active,Individual,Agent,6,0,28182.88,1106533.26,1,24614.93,8612.69,0,5,5,7,1,5,0,Monsoon,500000000
POL11601,01/07/2023,Travel,North,Active,Individual,Agent,51,3,6028.48,447617.17,2,3187.26,1962.87,0,4,1,3,1,5,0,Monsoon,500000000
POL11600,01/07/2023,Fire,East,Active,Individual,Bancassurance,16,1,51227.15,2936459.54,1,42784.92,14405.07,0,5,1,3,5,4,0,Monsoon,500000000
POL11599,01/07/2023,Fire,North,Active,Individual,Direct,23,1,47234.2,1585007.41,1,28680.61,7699.17,0,6,4,4,4,5,0,Monsoon,500000000
POL11598,01/07/2023,Health,West,Renewed,SME,Bancassurance,35,1,34521.35,624642.99,0,0,10083.69,0,8,3,2,1,1,0,Monsoon,500000000
POL11597,01/07/2023,Property,South,Active,SME,Bancassurance,9,0,22887.64,633366.33,0,0,5779.13,0,4,4,3,4,2,0,Monsoon,500000000
POL11596,01/07/2023,Motor,South,Renewed,SME,Online,2,0,31049.8,464608.83,2,25265.22,5694.53,1,1,3,7,4,4,1,Monsoon,500000000
POL11595,01/07/2023,Health,West,Active,Individual,Bancassurance,1,0,16388.89,264453.06,2,17545.95,3600.64,0,8,9,5,4,1,0,Monsoon,500000000
POL11594,01/07/2023,Motor,North,Active,SME,Direct,32,2,19187.41,223468.39,0,0,2715.02,0,9,3,2,3,2,0,Monsoon,500000000
POL11592,01/07/2023,Fire,South,Lapsed,Individual,Agent,33,0,36556.27,2191776.32,2,33884.01,12158.62,0,8,4,3,4,3,0,Monsoon,500000000
POL11573,01/07/2023,Motor,South,Active,SME,Online,44,1,16393.58,152671.26,3,15093.57,2770.52,0,7,3,1,3,1,0,Monsoon,500000000
POL11575,01/07/2023,Health,West,Renewed,Individual,Bancassurance,58,0,23509,458351.06,3,22928.33,4913.38,0,7,8,5,5,1,0,Monsoon,500000000
POL11571,01/07/2023,Health,East,Active,Individual,Agent,1,0,24598.42,455152.98,0,0,7859.2,0,7,3,5,6,1,0,Monsoon,500000000
POL11551,01/07/2023,Travel,Central,Renewed,Individual,Bancassurance,72,1,3964.69,268457.03,1,2567.53,1305.97,0,4,5,3,2,5,0,Monsoon,500000000
POL11550,01/07/2023,Property,Central,Active,Individual,Agent,6,0,21993.81,750576.4,1,14634.68,6354.01,0,7,1,1,5,7,0,Monsoon,500000000
POL11549,01/07/2023,Travel,East,Active,Corporate,Online,35,1,9772.53,596109.67,4,5517.57,1436.56,0,5,4,1,4,2,0,Monsoon,500000000
POL11548,01/07/2023,Health,East,Active,SME,Direct,4,0,26684.13,351389.66,0,0,5819.81,1,6,4,4,5,1,1,Monsoon,500000000
POL11547,01/07/2023,Motor,South,Active,Individual,Agent,72,5,15414.7,136999.75,1,13924.1,4712.27,0,7,4,4,6,1,0,Monsoon,500000000
POL11546,01/07/2023,Motor,West,Active,Individual,Direct,8,0,17842.33,154250.04,1,15430.05,3195.56,0,9,3,6,3,3,0,Monsoon,500000000
POL11545,01/07/2023,Health,West,Active,Individual,Agent,1,0,18556.16,294844.71,3,17476.19,6079,0,5,4,2,5,1,0,Monsoon,500000000
POL11544,01/07/2023,Marine,South,Active,SME,Agent,27,2,64437.19,2565249.01,0,0,16515.25,0,7,6,2,2,4,0,Monsoon,500000000
POL11542,01/07/2023,Travel,Central,Active,Individual,Bancassurance,4,0,4975.14,358732.81,0,0,1479.61,0,3,1,2,1,4,0,Monsoon,500000000
POL11541,01/07/2023,Travel,North,Renewed,SME,Agent,61,4,6953.26,635686.64,1,4456.34,2089.45,0,6,8,1,1,5,0,Monsoon,500000000
POL11540,01/07/2023,Health,North,Renewed,Individual,Agent,13,0,20276.7,301730.59,1,22178.65,5902.55,0,7,4,2,5,1,0,Monsoon,500000000
POL11539,01/07/2023,Travel,South,Active,Individual,Direct,3,0,6058.1,384225.13,3,3891.12,1190.42,0,3,2,2,1,1,0,Monsoon,500000000
POL11538,01/07/2023,Fire,Central,Renewed,Corporate,Online,9,0,84560.7,4671729.03,2,47700.69,11846.95,0,4,5,2,1,6,0,Monsoon,500000000
POL11537,01/07/2023,Fire,South,Active,SME,Direct,7,0,46323.94,1797983.79,2,35053.33,11631.94,0,7,6,2,7,6,0,Monsoon,500000000
POL11572,01/07/2023,Health,West,Renewed,SME,Bancassurance,5,0,21824.15,334066.41,2,20826.79,6569.07,0,8,4,1,3,1,0,Monsoon,500000000
POL11552,01/07/2023,Health,Central,Cancelled,SME,Agent,20,1,21006.3,295735.58,2,21197.46,6142.24,0,6,7,4,4,3,0,Monsoon,500000000
POL11553,01/07/2023,Motor,West,Active,Corporate,Agent,2,0,32102.45,347408.94,0,0,10500.71,0,8,6,1,3,2,0,Monsoon,500000000
POL11543,01/07/2023,Marine,South,Active,Individual,Bancassurance,4,0,41988.96,2015686.28,2,33368.63,10367.07,0,6,8,6,5,4,0,Monsoon,500000000
POL11555,01/07/2023,Property,East,Active,Individual,Bancassurance,13,1,24617.09,842073.96,3,19425.35,8126.1,0,3,3,3,2,8,0,Monsoon,500000000
POL11570,01/07/2023,Property,North,Renewed,Individual,Online,5,0,25536.53,523039.59,1,23243.35,4167.56,0,8,6,4,4,7,0,Monsoon,500000000
POL11554,01/07/2023,Motor,Central,Active,SME,Online,10,0,24097.37,223083.84,1,18786.31,4547.17,0,4,2,1,5,1,0,Monsoon,500000000
POL11569,01/07/2023,Motor,North,Active,SME,Online,19,0,15140.47,124356.54,1,13544.66,2478.49,0,8,2,1,4,2,0,Monsoon,500000000
POL11568,01/07/2023,Motor,South,Active,Individual,Agent,9,0,20420.17,167039.52,1,15378.43,5237.77,0,8,5,1,7,3,0,Monsoon,500000000
POL11566,01/07/2023,Motor,Central,Active,SME,Bancassurance,14,1,21041.84,261700.65,0,0,5420.38,0,6,3,3,1,3,0,Monsoon,500000000
POL11565,01/07/2023,Travel,North,Renewed,Individual,Direct,72,2,5357.88,284674.13,3,2709.48,1094.08,0,5,2,2,9,3,0,Monsoon,500000000
POL11564,01/07/2023,Marine,North,Renewed,Corporate,Agent,15,0,125202.29,4331675.82,1,76335.84,37773.53,0,1,8,8,4,7,0,Monsoon,500000000
POL11567,01/07/2023,Motor,East,Active,SME,Agent,26,1,31761.79,446677.64,2,24723.38,10421.04,0,3,3,4,6,1,0,Monsoon,500000000
POL11562,01/07/2023,Motor,Central,Active,Individual,Direct,24,2,21655.99,311976.71,0,0,3893.75,0,5,1,1,6,2,0,Monsoon,500000000
POL11561,01/07/2023,Health,East,Lapsed,Corporate,Agent,1,0,32487.28,390932.65,3,35599.56,10451.16,0,8,6,7,5,1,0,Monsoon,500000000
POL11560,01/07/2023,Motor,South,Lapsed,Individual,Agent,36,1,11716.64,165348.05,2,8963.23,3079.13,0,5,2,2,4,2,0,Monsoon,500000000
POL11559,01/07/2023,Fire,North,Active,Individual,Agent,24,2,34504.78,1201287.15,1,22818.01,8733.16,0,3,4,6,4,5,0,Monsoon,500000000
POL11558,01/07/2023,Health,East,Cancelled,Individual,Online,1,0,16217.3,304207.82,0,0,2701.8,0,7,2,3,1,1,0,Monsoon,500000000
POL11556,01/07/2023,Travel,East,Active,Individual,Direct,2,0,5094.96,505291.69,1,3114.55,705.14,0,7,3,1,4,1,0,Monsoon,500000000
POL11563,01/07/2023,Motor,East,Active,SME,Online,43,1,14408.86,156853.19,1,13607.73,2482.65,0,2,4,2,7,2,0,Monsoon,500000000
POL11557,01/07/2023,Fire,West,Lapsed,SME,Direct,4,0,49536.24,1839843.83,5,30405.34,10496.73,0,4,3,5,4,5,0,Monsoon,500000000
POL11672,01/08/2023,Health,Central,Active,Individual,Agent,14,1,19090.94,221584.27,2,18705.3,5507.74,0,4,5,2,7,1,0,Monsoon,500000000
POL11673,01/08/2023,Motor,East,Active,Corporate,Bancassurance,3,0,32937.15,341224.28,1,27061.16,7927.97,0,8,4,5,2,2,0,Monsoon,500000000
POL11674,01/08/2023,Health,South,Active,SME,Agent,52,2,28734.39,449222.85,2,28386.7,8726.63,0,7,7,1,2,2,0,Monsoon,500000000
POL11677,01/08/2023,Motor,West,Renewed,Individual,Agent,3,0,14636.18,127934.15,0,0,4379.15,0,9,1,2,6,2,0,Monsoon,500000000
POL11676,01/08/2023,Health,North,Active,Individual,Direct,3,0,20135.08,286891.39,1,18540.38,4212.26,0,8,4,1,4,1,0,Monsoon,500000000
POL11678,01/08/2023,Motor,North,Active,Individual,Bancassurance,7,0,14027.57,195504.46,0,0,3276.84,0,10,3,6,1,1,0,Monsoon,500000000
